Dis No,Locat,CountryCode,Lon,Lat
2000-0372-CHN,Quanzhou,CHN,118.58583,24.91389
2000-0372-CHN,Zhangzhou,CHN,117.65556,24.51333
2000-0372-CHN,Xiamen,CHN,118.08187,24.47979
2000-0372-CHN,Fujian Sheng,CHN,118,26.25
2000-0372-CHN,Jiangxi Sheng,CHN,115.66667,27.66667
2000-9186-AFG,Kandahar,AFG,65.75,31
2000-9186-AFG,Hilmand,AFG,64,31
2000-9186-AFG,Nimroz,AFG,62.5,31
2000-9186-AFG,Uruzgan,AFG,66,32.83333
2000-9186-AFG,Khost,CIV,-5.5,8
2000-9186-AFG,Baghlan,AFG,69,35.75
2000-9186-AFG,Badakhshan,AFG,72,36.75
2000-0373-BGD,Kotwali,BGD,89.25166,25.74664
2000-0373-BGD,Chittagong,BGD,91.5,22.91667
2000-0373-BGD,Bazar,KAZ,82.31473,47.92632
2000-0484-BTN,Pasakha,IND,89.45201,26.83472
2000-0484-BTN,Phuentshogling,BTN,89.38837,26.85164
2000-0677-CHN,Xuwen,CHN,110.16712,20.32917
2000-0677-CHN,Guandong,CHN,114.25243,23.09543
2000-0677-CHN,Hainan Sheng,CHN,109.75,19.25
2000-0920-CHN,Guangdong Sheng,CHN,113.25,23.5
2000-9495-ARM,Ararat,ARM,44.83333,39.91667
2000-9495-ARM,Kotayk,ARM,44.75,40.41667
2000-0283-BGD,Dhaka,BGD,90.25,23.83333
2000-0283-BGD,Mymensingh,BGD,90.38109,24.72937
2000-0283-BGD,Chittagong,BGD,91.5,22.91667
2000-0283-BGD,Bazar,KAZ,82.31473,47.92632
2000-0283-BGD,Comilla,BGD,91.00987,23.4417
2000-0283-BGD,Chandpur,BGD,90.83333,23.25
2000-0283-BGD,Chittagong,BGD,91.5,22.91667
2000-0557-CHN,Hunan Sheng,CHN,111.75,27.66667
2000-0557-CHN,Guangdong Sheng,CHN,113.25,23.5
2000-0564-AFG,Kandahar,AFG,65.75,31
2000-0564-AFG,Jawzjan,AFG,65.83333,36.83333
2000-0054-AFG,Jaghuri,AFG,67.53364,33.34753
2000-0054-AFG,Zindajan,AFG,61.74675,34.34264
2000-0054-AFG,Badakshan,AFG,72,36.75
2000-0305-AFG,Herat,AFG,62,34.5
2000-0769-AZE,Baku,AZE,49.72414,40.39802
2000-0834-AZE,Dashkesan,AZE,46.08186,40.52393
2000-0631-BGD,Sirajganj,BGD,89.61667,24.33333
2000-0631-BGD,Barisal,BGD,90.33333,22.5
2000-0023-BGD,Bazar,KAZ,82.31473,47.92632
2000-0555-BGD,Noakhali,BGD,91.16667,22.75
2000-0555-BGD,Bazar,KAZ,82.31473,47.92632
2000-0555-BGD,Chittagong,BGD,91.5,22.91667
2000-0617-BGD,Meherpur,BGD,88.7,23.75
2000-0617-BGD,Kushtia,BGD,88.91667,23.83333
2000-0617-BGD,Chuadanga,BGD,88.85,23.63333
2000-0617-BGD,Maheshpur,NPL,86.39905,26.67956
2000-0617-BGD,Kotchandpur,BGD,89.01667,23.4
2000-0617-BGD,Jhenaidah,BGD,89.16667,23.5
2000-0617-BGD,Rajshahi,BGD,89,25
2000-0211-BGD,Kendua,IND,85.63757,22.13324
2000-0211-BGD,Purbadhala,BGD,90.59884,24.93867
2000-0211-BGD,Rangpur,BGD,89,25.83333
2000-0229-BGD,Netrakona,BGD,90.86667,24.86667
2000-0713-BGD,Pirojpur,BGD,90.00033,22.53671
2000-0713-BGD,Khulna,BGD,89.33333,22.91667
2000-0713-BGD,Noakhali,BGD,91.16667,22.75
2000-0713-BGD,Bazar,KAZ,82.31473,47.92632
2000-0713-BGD,Chandpur,BGD,90.83333,23.25
2000-0713-BGD,Dhaka,BGD,90.25,23.83333
2000-0713-BGD,Mymensingh,BGD,90.38109,24.72937
2000-0713-BGD,Shariatpur,BGD,90.36667,23.25
2000-0713-BGD,Dhaka,BGD,90.25,23.83333
2000-0003-BGD,Barisal,BGD,90.33333,22.5
2000-0003-BGD,Chittagong,BGD,91.5,22.91667
2000-0003-BGD,Dhaka,BGD,90.25,23.83333
2000-0003-BGD,Khulna,BGD,89.33333,22.91667
2000-0003-BGD,Rajshahi,BGD,89,25
2000-0003-BGD,Rangpur,BGD,89,25.83333
2000-0467-BGD,Dhaka,BGD,90.25,23.83333
2000-0467-BGD,Chittagong,BGD,91.5,22.91667
2000-0467-BGD,Rajshahi,BGD,89,25
2000-0294-BGD,Chittagong,BGD,91.5,22.91667
2000-0425-CHN,Yangzhou,CHN,119.43583,32.39722
2000-0425-CHN,Jiangsu,CHN,119.83333,33
2000-0425-CHN,Taizhou,CHN,119.90812,32.49069
2000-0425-CHN,Jiangsu,CHN,119.83333,33
2000-0033-CHN,Yao'an Xian,CHN,101.20889,25.47819
2000-0033-CHN,Yunnan Sheng,CHN,101.5,25
2000-0033-CHN,Yunnan Sheng,CHN,101.5,25
2000-0036-CHN,Yunnan Sheng,CHN,101.5,25
2000-0036-CHN,Yunnan Sheng,CHN,101.5,25
2000-0041-CHN,Xiuyan Manzu Zizhixian,CHN,123.27,40.29
2000-0041-CHN,Anshan,CHN,122.99,41.12361
2000-0041-CHN,Liaoning Sheng,CHN,122.66667,41.25
2000-0298-CHN,Lanzhou,CHN,103.83987,36.05701
2000-0298-CHN,Gansu Sheng,CHN,102.75,37.75
2000-0527-CHN,Chuxiong Yi,CHN,101.70479,25.43204
2000-0527-CHN,Yunnan Sheng,CHN,101.5,25
2000-0302-CHN,Hadapu,CHN,104.22301,34.23132
2000-0302-CHN,Gansu Sheng,CHN,102.75,37.75
2000-0302-CHN,Sichuan,CHN,102.66667,30.5
2000-0302-CHN,Guizhou Sheng,CHN,107,27
2000-0330-CHN,Sichuan Sheng,CHN,102.66667,30.5
2000-0330-CHN,Yunnan Sheng,CHN,101.5,25
2000-0200-CHN,Shenzhen,CHN,114.0683,22.54554
2000-0200-CHN,Zhuhai,CHN,113.56778,22.27694
2000-0200-CHN,Zhongshan,CHN,121.24414,31.03601
2000-0200-CHN,Guangdong,CHN,113.25,23.5
2000-0376-CHN,Guizhou Sheng,CHN,107,27
2000-0326-CHN,Sichuan Sheng,CHN,102.66667,30.5
2000-0326-CHN,Guizhou Sheng,CHN,107,27
2000-0559-CHN,Jingpo,CHN,128.98144,44.05499
2000-0559-CHN,Yunnan Sheng,CHN,101.5,25
2000-0533-CHN,Wenzhou,CHN,120.66682,27.99942
2000-0533-CHN,Zhejiang Sheng,CHN,120,29.16667
2000-0533-CHN,Fuzhou,CHN,119.30611,26.06139
2000-0533-CHN,Fujian Sheng,CHN,118,26.25
2000-0556-CHN,Yancheng,TWN,120.28442,22.62394
2000-0556-CHN,Jiangsu,CHN,119.83333,33
2000-0605-CHN,Hainan Sheng,CHN,109.75,19.25
2001-0027-AFG,Faryab,AFG,64.83333,36.25
2001-0027-AFG,Jawzjan,AFG,65.83333,36.83333
2001-0027-AFG,Baghlan,AFG,69,35.75
2001-0008-CHN,Xing'an,CHN,109.01722,32.68
2001-0008-CHN,Hulunbuir,CHN,116.93779,48.57615
2001-0008-CHN,Tongliao,CHN,122.26528,43.6125
2001-0064-CHN,Garze Tibetan,CHN,100.40553,31.02407
2001-0064-CHN,Sichuan Sheng,CHN,102.66667,30.5
2000-9222-IND,New Delhi,IND,77.22445,28.63576
2000-9222-IND,Delhi,IND,77.23149,28.65195
2000-9222-IND,Gujarat,IND,71.75,23
2000-9222-IND,Rajasthan,IND,73.83333,26.58333
2000-9222-IND,Madhya Prasdesh,IND,78.5,23.5
2000-9222-IND,Andhra Pradesh,IND,79.75,15.83333
2000-9222-IND,Orissa,IND,84.41667,20.5
2000-0831-LKA,Batticaloa,LKA,81.4997,7.75
2000-0831-LKA,Trincomalee,LKA,81.08333,8.58333
2000-0831-LKA,Polonnaruwa,LKA,81,8
2000-0831-LKA,North,LKA,80.2702,9.6782
2000-0831-LKA,Mannar,LKA,79.87842,8.98945
2000-0009-IRN,Gilan,PNG,151.5,-3
2000-0472-CHN,Shaanxi,CHN,109,36
2000-0472-CHN,Shaanxi,CHN,109,36
2000-0293-IDN,Bengkulu Utara,IDN,102.05,-3.33333
2000-0791-IDN,Sumbawa Barat,IDN,116.92132,-8.75159
2000-0791-IDN,Lunyuk,IDN,117.21588,-8.98902
2000-0791-IDN,Sumbawa,IDN,118,-8.75
2000-0791-IDN,Daerah Istimewa Yogyakarta,IDN,110.34393,-7.8008
2000-0791-IDN,Kota Bitung,IDN,125.15,1.48333
2000-0791-IDN,Kota Manado,IDN,124.84892,1.48218
2000-0791-IDN,Sulawesi Utara,IDN,124.83333,1.25
2000-0656-JPN,Hieduson,JPN,133.37921,35.44464
2000-0656-JPN,Tottori,JPN,133.85,35.4
2000-0656-JPN,Okayama,JPN,133.81018,34.90204
2000-0606-JPN,Sizuoka,JPN,138.33333,35.01667
2000-0606-JPN,Mie,FRA,1.5,43.75
2000-0606-JPN,Gifu,JPN,137.05,35.78333
2000-0230-IDN,Tinangkung,IDN,123.30528,-1.50667
2000-0230-IDN,Banggai Kepulauan,IDN,123.03726,-1.30236
2000-0230-IDN,Sulawesi Tengah,IDN,122.3538,-0.9166
2000-0230-IDN,Sulawesi Tengah,IDN,122.3538,-0.9166
2000-0332-IND,Yingkiang,CHN,123.72575,46.2856
2000-0332-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0332-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0332-IND,Pasighat,IND,95.32678,28.06631
2000-0332-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0332-IND,Lohit,IND,96.19521,27.84012
2000-0332-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0332-IND,Golaghat,IND,93.91193,26.4092
2000-0332-IND,Nagaon,IND,92.69225,26.35037
2000-0332-IND,Assam,IND,93,26
2000-0050-MNG,Uvs,MNG,93,49.5
2000-0050-MNG,Dornogovi,MNG,110,44.5
2000-0050-MNG,Bulgan,MNG,103.5,49
2000-9604-MNG,Delger,MNG,105.45,45.81667
2000-9604-MNG,Govi,MNG,96,45.5
2000-9604-MNG,Galshir,MNG,110.76667,46.58333
2000-9604-MNG,Xovd,MNG,92.5,47
2000-9604-MNG,Bugat,CHN,110.01669,40.58337
2000-9604-MNG,Jinst,MNG,99,44.56667
2000-9604-MNG,Baacagaan,MNG,99.43331,45.55036
2000-9604-MNG,Bayan-O'ndor,MNG,104.12477,49.07314
2000-9604-MNG,Uulbayan,MNG,112.18333,46.38333
2000-9604-MNG,Asgat,MNG,89.73333,48.06667
2000-9604-MNG,Dundgovi,MNG,106.5,45.5
2000-9267-CHN,Jiangxi Sheng,CHN,115.66667,27.66667
2000-9267-CHN,Anhui Sheng,CHN,117.16667,31.91667
2000-9626-CHN,Guangdong Sheng,CHN,113.25,23.5
2000-0156-CHN,Shanxi Sheng,CHN,112.25,37.66667
2000-0163-CHN,Xinjiang,CHN,85.5,41.5
2000-0163-CHN,Zizhiqu,CHN,109,24
2000-0270-CHN,Guangdong Sheng,CHN,113.25,23.5
2000-0270-CHN,Guangxi Zhuangzu Zizhiqu,CHN,109,24
2000-0270-CHN,Hainan Sheng,CHN,109.75,19.25
2000-0350-CHN,Quanzhou,CHN,118.58583,24.91389
2000-0350-CHN,Fujian Sheng,CHN,118,26.25
2000-0426-CHN,Garze Tibetan,CHN,100.40553,31.02407
2000-0426-CHN,Sichuan Sheng,CHN,102.66667,30.5
2000-0532-CHN,Hanzhong,CHN,107.02214,33.07507
2000-0532-CHN,Shaanxi,CHN,109,36
2000-0398-CYP,Nicosia,CYP,33.1,35.06667
2000-0329-CYP,Larnaca,CYP,33.52615,34.91521
2000-9173-CYP,Kyrenia,CYP,33.25,35.28333
2000-9173-CYP,Larnaca,CYP,33.52615,34.91521
2000-9173-CYP,Limassol,CYP,32.93333,34.76667
2000-9173-CYP,Nicosia,CYP,33.1,35.06667
2000-9173-CYP,Paphos,CYP,32.51667,34.9
2000-9495-GEO,Samtskhe-Javakheti,GEO,43.26667,41.58333
2000-0449-IDN,Jawa Barat,IDN,107.5,-6.75
2000-0761-IDN,Pandeglang,IDN,105.75,-6.63333
2000-0761-IDN,Lebak,IDN,112.5892,-7.0483
2000-0761-IDN,Serang,IDN,106.15417,-6.11528
2000-0761-IDN,Banten,IDN,106.25,-6.5
2000-0762-IDN,Sumatera Selatan,IDN,103.83333,-2.75
2000-0258-IDN,Belu,BRA,-43.93982,-19.92623
2000-0770-IDN,Aceh Besar,IDN,95.51667,5.38333
2000-0770-IDN,Aceh Utara,IDN,97.14,4.97
2000-0770-IDN,Nangroe Aceh Darussalam,IDN,97,4
2000-0770-IDN,Pesisir Selatan,IDN,100.85,-1.58333
2000-0770-IDN,Tanahdatar,IDN,100.5771,-0.4555
2000-0770-IDN,Sumatera Barat,IDN,100.5,-1
2000-0770-IDN,Sumatera Utara,IDN,99,2
2000-0770-IDN,Riau,IDN,101.749,0.5005
2000-0770-IDN,Jambi,IDN,103,-1.5
2000-0469-IDN,Banggai Kepulauan,IDN,123.03726,-1.30236
2000-0469-IDN,Sulawesi Tengah,IDN,122.3538,-0.9166
2000-0721-IDN,Purworejo,IDN,111.9224,-6.7872
2000-0721-IDN,Purbalingga,IDN,109.35028,-7.28417
2000-0721-IDN,Jawa Tengah,IDN,110,-7.5
2000-0117-IDN,Kalimatan Tengah,IDN,113.5,-2
2000-0117-IDN,Borneo Isl,IDN,114,1
2000-0108-IDN,Jakarta,IDN,106.8584,-6.2182
2000-0082-IDN,Jawa Tengah,IDN,110,-7.5
2000-0701-IDN,Jawa Tengah,IDN,110,-7.5
2000-0444-IND,Lower Dibang,IND,95.8804,28.37258
2000-0444-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0534-IND,Adilabad,IND,78.5,19.5
2000-0534-IND,East Godavari,IND,81.83333,17.83333
2000-0534-IND,Guntur,IND,80.25,16.41667
2000-0534-IND,Hyderabad,PAK,68.04064,25.31426
2000-0534-IND,Kurnool,IND,78.33333,15.58333
2000-0534-IND,Mahbubnagar,IND,77.75556,16.63171
2000-0534-IND,Medak,IND,78.25,17.75
2000-0534-IND,Nalgonda,IND,79.5,17.16667
2000-0534-IND,Warangal,IND,79.83333,18
2000-0534-IND,West Godavari,IND,81.16667,17
2000-0534-IND,Andhra Pradesh,IND,79.75,15.83333
2000-0445-IND,Katihar,IND,87.6,25.5
2000-0445-IND,Bihar,ETH,37.39077,11.59364
2000-0445-IND,Kinnaur,IND,78.41667,31.58333
2000-0445-IND,Himachal Pradesh,IND,77.25,31.91667
2000-0445-IND,Maldah,IND,88,25
2000-0445-IND,Parganas,IND,88.7108,22.71
2000-0445-IND,West Bengal,IND,88,24
2000-0445-IND,Andhra Pradesh,IND,79.75,15.83333
2000-0445-IND,Assam,IND,93,26
2000-0445-IND,Arunachal Pradesh,IND,93.37,27.06
2000-0445-IND,Madhya Pradesh,IND,78.5,23.5
2000-0445-IND,Punjab,PAK,72.31667,30.85
2000-0445-IND,Uttar Pradesh,IND,80.75,27.25
2000-0445-IND,Maharashtra,IND,76,19.5
2000-0445-IND,Rajasthan,IND,73.83333,26.58333
2000-0445-IND,Chandigarh,IND,76.77778,30.72778
2000-0610-IND,Murshidabad,IND,88.25,24.1
2000-0610-IND,West Bengal,IND,88,24
2000-0610-IND,Dumka,IND,87.25,24.3
2000-0610-IND,Jharkhand,IND,85.5,23.75
2000-0610-IND,Bhagalpur,IND,87.06665,25.29023
2000-0610-IND,Bihar,ETH,37.39077,11.59364
2000-0358-IND,Bijnor,IND,78.51667,29.41667
2000-0358-IND,Uttar Pradesh,IND,80.75,27.25
2000-0358-IND,Uttarakhand,IND,79.25,30.25
2000-0415-IND,Mumbai,IND,72.88261,19.07283
2000-0415-IND,Maharashtra,IND,76,19.5
2000-0323-IND,Andhra Pradesh,IND,79.75,15.83333
2000-0785-IND,Sirkali,IND,79.73585,11.23725
2000-0785-IND,Papanasam,IND,79.27056,10.92687
2000-0785-IND,Tiruvallur,IND,80,13.25
2000-0785-IND,Tiruvarur,IND,79.55,10.66
2000-0785-IND,Cuddalore,IND,79.51,11.52
2000-0785-IND,Andhra Pradesh,IND,79.75,15.83333
2000-0020-IND,Uttar Pradesh,IND,80.75,27.25
2000-0020-IND,West Bengal,IND,88,24
2000-0308-IND,Delhi,IND,77.23149,28.65195
2000-0459-IND,Mumbai,IND,72.88261,19.07283
2000-0459-IND,Thane,IND,73.25,19.33333
2000-0306-IND,Gonda,IND,81.96693,27.18581
2000-0306-IND,Uttar Pradesh,IND,80.75,27.25
2000-0568-IND,Uttar Pradesh,IND,80.75,27.25
2000-0709-IND,Andhra Pradesh,IND,79.75,15.83333
2000-0795-IND,Supaul,IND,86.8,26.25
2000-0698-IND,West Bengal,IND,88,24
2000-0738-IND,West Bengal,IND,88,24
2000-0051-IRN,Kashmar,IRN,58.48333,35.43333
2000-0051-IRN,Khorasan,IRN,59,35.25
2000-0065-IRN,Mohammadieh,IRN,47.2956,35.84848
2000-0065-IRN,Khorasan,IRN,59,35.25
2000-0499-IRN,Maneh Va Samalqan,IRN,56.6,37.7
2000-0499-IRN,Bojnord,IRN,57.32903,37.47473
2000-0499-IRN,Khorasan,IRN,59,35.25
2000-0862-IRN,Khuzestan,IRN,49,31.5
2000-0618-IRN,Golestan,IRN,48.79515,37.0345
2000-0473-ISR,Haifa,ISR,35,32.58333
2000-0473-ISR,Jerusalem,ISR,35,31.75
2000-0473-ISR,Southern,ISR,34.83333,30.66667
2000-0473-ISR,Tel Aviv,ISR,34.79995,32.08414
2000-0593-ISR,Jerusalem,ISR,35,31.75
2000-0593-ISR,Tel Aviv,ISR,34.79995,32.08414
2000-0094-ISR,Jerusalem,ISR,35,31.75
2000-0094-ISR,Tel Aviv,ISR,34.79995,32.08414
2000-0471-JOR,Amman,JOR,36.33335,31.58369
2000-9327-JOR,Ajloon,JOR,35.75279,32.33326
2000-9327-JOR,Amman,JOR,36.33335,31.58369
2000-9327-JOR,Balqa,JOR,35.66667,32
2000-9327-JOR,Irbid,JOR,35.83333,32.5
2000-9327-JOR,Jarash,JOR,35.91667,32.25
2000-9327-JOR,Karak,JOR,35.75,31.16667
2000-9327-JOR,Madaba,JOR,35.66667,31.58333
2000-9327-JOR,Mafraq,JOR,37.91667,32.33333
2000-9327-JOR,Tafiela,JOR,36.07773,32.08374
2000-9327-JOR,Zarqa,JOR,36.07773,32.08374
2000-0095-JOR,Ajloon,JOR,35.75279,32.33326
2000-0095-JOR,Amman,JOR,36.33335,31.58369
2000-0095-JOR,Balqa,JOR,35.66667,32
2000-0095-JOR,Irbid,JOR,35.83333,32.5
2000-0095-JOR,Jarash,JOR,35.91667,32.25
2000-0095-JOR,Karak,JOR,35.75,31.16667
2000-0095-JOR,Madaba,JOR,35.66667,31.58333
2000-0095-JOR,Mafraq,JOR,37.91667,32.33333
2000-0095-JOR,Tafiela,JOR,36.07773,32.08374
2000-0095-JOR,Zarqa,JOR,36.07773,32.08374
2000-0515-JPN,Miyakemura,JPN,139.52112,34.08489
2000-0576-JPN,Mie,FRA,1.5,43.75
2000-0576-JPN,Gifu,JPN,137.05,35.78333
2000-0676-KGZ,Bishkek,KGZ,74.59,42.87
2000-0438-KHM,Kratie,KHM,106.08333,12.66667
2000-0438-KHM,Koh Kong,KHM,103.5,11.5
2000-0438-KHM,Kampong Cham,KHM,105.25,12.05
2000-0438-KHM,Pursat,KHM,103.66667,12.33333
2000-0438-KHM,Kampong Thom,KHM,105,12.83333
2000-0438-KHM,Kandal,KHM,105,11.41667
2000-0438-KHM,Phnom Penh,KHM,104.91394,11.57489
2000-0438-KHM,Battambang,KHM,103.08333,12.91667
2000-0438-KHM,Kampong Speu,KHM,104.33333,11.5
2000-0535-KOR,Seoul,KOR,126.9784,37.566
2000-0194-KOR,Tonghae,KOR,129.10694,37.54389
2000-0441-KOR,Seoul,KOR,126.9784,37.566
2000-0583-LAO,Bolikhamxai,LAO,104.33333,18.5
2000-0583-LAO,Khammouan,LAO,105.33333,17.5
2000-0583-LAO,Vientiane,LAO,102.66667,18.08333
2000-0583-LAO,Vientiane,LAO,102.66667,18.08333
2000-0741-LKA,Batticaloa,LKA,81.4997,7.75
2000-0741-LKA,Polonnaruwa,LKA,81,8
2000-0741-LKA,North,LKA,80.2702,9.6782
2000-0815-MNG,Ulaanbaatar,MNG,106.88324,47.90771
2000-0815-MNG,Uvs,MNG,93,49.5
2000-0815-MNG,Xovd,ESP,-5.84476,43.36029
2000-0774-MYS,Kuala Krai,MYS,102.19925,5.5313
2000-0774-MYS,Kota Bharu,MYS,102.24333,6.12361
2000-0774-MYS,Kota Setar,MYS,100.47635,6.13789
2000-0774-MYS,Padang Terap,MYS,103.3682,4.3549
2000-0774-MYS,Terengganu,MYS,103,5
2000-0694-MYS,Johor,MYS,103.5,2
2000-0694-MYS,Selangar,MYS,101.5,3.16667
2000-0694-MYS,Penang,MYS,100.25848,5.37677
2000-0694-MYS,Kedah,MYS,100.66667,6
2000-0694-MYS,Terengganu,MYS,103,5
2000-0159-MYS,Sarawak,MYS,113.5,2.5
2000-0683-MYS,Pulau Pinang,MYS,100.25848,5.37677
2000-0858-NPL,Argakhachi,NPL,83.08333,27.91667
2000-0858-NPL,Lalitpur,IND,78.5,24.5
2000-0858-NPL,Baitadi,NPL,80.58333,29.5
2000-0858-NPL,Bhojpur,IND,76.43843,24.03923
2000-0858-NPL,Lamjung,NPL,84.41667,28.25
2000-0858-NPL,Sunsari,NPL,87.16667,26.66667
2000-0858-NPL,Dolakha,NPL,86.25,27.83333
2000-0858-NPL,Taplejung,NPL,87.697,27.351
2000-0858-NPL,Tanahu,NPL,84.25,27.91667
2000-0858-NPL,Rautahat,NPL,85.33333,27
2000-0858-NPL,Dhading,NPL,84.91667,28
2000-0476-NPL,Bhojpur,IND,76.43843,24.03923
2000-0476-NPL,Sunsari,NPL,87.16667,26.66667
2000-0476-NPL,Baitadi,NPL,80.58333,29.5
2000-0476-NPL,Far Western,NPL,80.91534,29.30915
2000-0476-NPL,Kailali,NPL,80.91667,28.75
2000-0476-NPL,Far Western,NPL,80.91534,29.30915
2000-0476-NPL,Bheri,IND,76.46031,33.14631
2000-0476-NPL,Mid Western,NPL,82.31335,29.05977
2000-0476-NPL,Mid Western,NPL,82.31335,29.05977
2000-0476-NPL,Western,LKA,80.08333,6.83333
2000-0476-NPL,Argakhachi,NPL,83.08333,27.91667
2000-0476-NPL,Lumbini,NPL,83.24983,27.45573
2000-0476-NPL,Western,LKA,80.08333,6.83333
2000-0476-NPL,Tanahu,NPL,84.25,27.91667
2000-0476-NPL,Western,LKA,80.08333,6.83333
2000-0476-NPL,Mechi,JPN,140.09254,37.04289
2001-0051-IDN,Bogor,IDN,106.71667,-6.58333
2001-0051-IDN,Jawa Barat,IDN,107.5,-6.75
2001-0051-IDN,Kota,IND,75.84412,25.17512
2001-0051-IDN,Lebak,IDN,112.5892,-7.0483
2001-0051-IDN,Pandeglang,IDN,105.75,-6.63333
2001-0051-IDN,Tangerang,IDN,106.46667,-6.2
2001-0051-IDN,Banten,IDN,106.25,-6.5
2001-0051-IDN,Dki Jakarta,IDN,106.8584,-6.2182
2001-0041-IDN,Banten,IDN,106.25,-6.5
2001-0046-IDN,Sulawesi Utara,IDN,124.83333,1.25
2001-0033-IND,Bhavnagar,IND,71.83333,21.66667
2001-0033-IND,Gandhinagar,IND,72.64984,23.21484
2001-0033-IND,Jamnagar,IND,70,22.25
2001-0033-IND,Junagadh,IND,70.33333,21.25
2001-0033-IND,Kheda,IND,72.83333,22.75
2001-0033-IND,Navsari,IND,72.92,20.95
2001-0033-IND,Porbandar,IND,69.77807,21.65332
2001-0033-IND,Rajkot,IND,70.83333,22.33333
2001-0033-IND,Sabar Kantha,IND,73.00197,23.62974
2001-0033-IND,Surat,IND,72.81189,21.17801
2001-0033-IND,Surendranagar,IND,71.66667,22.75
2001-0033-IND,Vadodara,IND,73.12,22.18
2001-0011-IND,Uttar Pradesh,IND,80.75,27.25
2001-0061-IND,West Bengal,IND,88,24
2001-0010-KOR,Seoul,KOR,126.9784,37.566
2000-0706-TWN,Taipei,TWN,121.53185,25.04776
2000-0706-TWN,Pingtung,TWN,120.61444,22.49555
2000-0706-TWN,Kaohsiung,TWN,120.33806,22.6533
2000-0706-TWN,Taiwan,TWN,121,24
2000-0038-PHL,Agusan del Norte,PHL,125.57098,8.9936
2000-0038-PHL,Surigao del Sur,PHL,126.12854,8.80908
2000-0038-PHL,Davao Oriental,PHL,126.33333,7.16667
2000-0038-PHL,Davao del Norte,PHL,125.81543,7.45099
2000-0381-TUR,Afyon,TUR,30.66667,38.75
2000-0381-TUR,Agri,TUR,43.16667,39.66667
2000-0381-TUR,Aksaray,TUR,34.0142,38.36503
2000-0381-TUR,Amasya,TUR,35.8867,40.72619
2000-0381-TUR,Ankara,TUR,32.85403,39.92063
2000-0381-TUR,Antalya,TUR,31.90215,36.76984
2000-0381-TUR,Ardahan,TUR,42.83333,41.08333
2000-0381-TUR,Artvin,TUR,41.83333,41.16667
2000-0381-TUR,Bilecik,TUR,30.16667,40
2000-0381-TUR,Bolu,TUR,31.58216,40.64131
2000-0381-TUR,Canakkale,TUR,26.83333,40.08333
2000-0381-TUR,Cankiri,TUR,33.41667,40.66667
2000-0381-TUR,Denizli,TUR,29.06982,37.84016
2000-0381-TUR,Diyarbakir,TUR,40.23193,37.96152
2000-0381-TUR,Edirne,TUR,26.66667,41.25
2000-0381-TUR,Erzurum,TUR,41.5,40
2000-0381-TUR,Eskisehir,TUR,31.16667,39.66667
2000-0381-TUR,Gaziantep,TUR,37.33333,37.08333
2000-0381-TUR,Isparta,TUR,31,38
2000-0381-TUR,Istanbul,TUR,28.94966,41.01384
2000-0381-TUR,Izmir,TUR,27.09229,38.46219
2000-0381-TUR,Karabuk,TUR,32.5,41.25
2000-0381-TUR,Kastamonu,TUR,33.66667,41.5
2000-0381-TUR,Kayseri,TUR,35.49683,38.73695
2000-0381-TUR,Kilis,TUR,37.14,36.73
2000-0381-TUR,Kirikkale,TUR,33.75,39.83333
2000-0381-TUR,Kirklareli,TUR,27.5,41.66667
2000-0381-TUR,Kirsehir,TUR,34.16667,39.33333
2000-0381-TUR,Kocaeli,TUR,29.91667,40.91667
2000-0381-TUR,Konya,TUR,32.5,38.16667
2000-0381-TUR,Samsun,TUR,36.33333,41.25
2000-0381-TUR,Sanliurfa,TUR,38.78174,37.21283
2000-0381-TUR,Sirnak,TUR,42.5,37.5
2000-0381-TUR,Sivas,TUR,37.00195,39.79165
2000-0381-TUR,Tekirdag,TUR,27.5,41
2000-0381-TUR,Tunceli,TUR,39.54749,39.10711
2000-0572-PRK,Yanggang,PRK,128.2,41.2
2000-0572-PRK,Kaesong-si,PRK,126.60301,37.94826
2000-0351-PAK,Punjab,PAK,72.31667,30.85
2000-0119-PAK,Sindh,PAK,68.76667,26.13333
2000-0307-PAK,Punjab,PAK,72.31667,30.85
2000-0763-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2000-0089-PHL,Legazpi City,PHL,123.73333,13.13333
2000-0089-PHL,Bicol,PHL,123.56389,13.31389
2000-0397-PHL,Quezon,PHL,121.03333,14.63333
2000-0397-PHL,Metropolitan Manila,PHL,121,14.5833
2000-0397-PHL,Cavite,PHL,120.83333,14.25
2000-0397-PHL,Rizal,PHL,121.1061,15.7118
2000-0397-PHL,Iloilo,PHL,122.66667,11
2000-0397-PHL,Negros Occidental,PHL,123,10.41667
2000-0397-PHL,Western Visayas,PHL,122.53,11.13
2000-0397-PHL,Ilocos,PHL,120.52083,16.97917
2000-0706-PHL,Cavite,PHL,120.83333,14.25
2000-0706-PHL,Sorsogon,PHL,123.91667,12.83333
2000-0706-PHL,Bicol,PHL,123.56389,13.31389
2000-0706-PHL,Metropolitan Manila,PHL,121,14.5833
